worker_id,session_id,connected_at,disconnected_at,uptime_seconds,total_tasks_done,total_points
04cb6087,8a7389ad-ff5a-4ed5-82d9-19df261fa0f5,1775531748.6141512,1775531872.7468433,124.13269209861755,3,2085.6845000000003
5bd4fa0f,23c356a1-5a2a-4e31-9c75-ae1ed55c3cc0,1775533345.0693126,1775534168.339663,823.2703504562378,7,6473.8812
